"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/30/2021","PayPal","PAYPAL           INST XFER  GOOG","16.50","debit","Shopping","TOTAL CHECKING","",""
"6/29/2021","Woot LLC","AMZ*Woot LLC","30.41","debit","Shopping","CREDIT CARD","",""
"6/29/2021","Amazon","AMZN Mktp US*2968Y9ET1","43.47","debit","Shopping","CREDIT CARD","",""
"6/28/2021","Prime Video*219JD97W0","Prime Video*219JD97W0","3.25","debit","Movies & DVDs","CREDIT CARD","",""
"6/27/2021","Amazon","AMZN Mktp US*212J98HA2","34.77","debit","Shopping","CREDIT CARD","",""
"6/27/2021","Amazon","AMZN Mktp US*292PY4421","516.33","debit","Shopping","CREDIT CARD","",""
"6/25/2021","CITI CARD ONLINE PAYMENT 4304 66400752432 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4304","600.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/24/2021","Amazon","Amazon.com*217FQ8HZ0","17.38","debit","Shopping","CREDIT CARD","",""
"6/24/2021","Amazon","AMZN Mktp US*215LA1PE2","10.86","debit","Shopping","CREDIT CARD","",""
"6/24/2021","REMOTE ONLINE DEPOSIT # 1 1","REMOTE ONLINE DEPOSIT #","595.40","credit","Income","TOTAL CHECKING","",""
"6/23/2021","Amazon","AMZN Mktp US*2194B8PC0","27.76","debit","Shopping","CREDIT CARD","",""
"6/23/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","TOTAL CHECKING","",""
"6/22/2021","Amazon","Amazon Tips*214UK1221","5.00","debit","Shopping","CREDIT CARD","",""
"6/22/2021","E*TRADE ACH TRNSFR PPD ID: 1391321258","E*TRADE          ACH TRNSFR","13672.72","credit","Transfer","TOTAL CHECKING","",""
"6/22/2021","Venmo Cashout Ppd","VENMO            CASHOUT","45.00","credit","Income","TOTAL CHECKING","",""
"6/21/2021","Amazon","AMZN Mktp US*215ZE0651","21.73","debit","Shopping","CREDIT CARD","",""
"6/21/2021","Amazon","Amazon.com*218092ZM2","42.46","debit","Shopping","CREDIT CARD","",""
"6/21/2021","Amazon","AMZN Mktp US*211HI6JR0","49.86","debit","Shopping","CREDIT CARD","",""
"6/21/2021","Amazon","Amazon.com*219SL8T60","19.26","debit","Shopping","CREDIT CARD","",""
"6/21/2021","ATM WITHDRAWAL 003063 06/1913425 NE","ATM WITHDRAWAL","400.00","debit","Cash & ATM","TOTAL CHECKING","",""
"6/18/2021","Amazon","AMZN Mktp US*2134P2450","38.03","debit","Shopping","CREDIT CARD","",""
"6/18/2021","CITI CARD ONLINE PAYMENT 4304 60956082838 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4304","600.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/18/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","6000.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/17/2021","Amazon","AMZN Mktp US*212MI2GA1","38.03","debit","Shopping","CREDIT CARD","",""
"6/17/2021","Amazon","AMZN Mktp US*216350C50","10.86","debit","Shopping","CREDIT CARD","",""
"6/17/2021","Amazon","AMZN Mktp US*213TS7C10","9.99","debit","Shopping","CREDIT CARD","",""
"6/17/2021","American Express","AMERICAN EXPRESS ACH PMT    W767","550.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/16/2021","Online Transfer 11894451219 to A mex High Yield Savings Acct ########5387 transaction #: 11894451219","Online Transfer 11894451219 to A","100.00","debit","Transfer","TOTAL CHECKING","",""
"6/15/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","5990.44","credit","Paycheck","TOTAL CHECKING","",""
"6/14/2021","Amazon","Amazon Tips*2X0EN1812","5.00","debit","Shopping","CREDIT CARD","",""
"6/14/2021","Amazon","PAYMENT FOR AMZ  STORECARD  3987","219.99","debit","Shopping","TOTAL CHECKING","",""
"6/14/2021","REMOTE ONLINE DEPOSIT # 1 1","REMOTE ONLINE DEPOSIT #","53.17","credit","Transfer","TOTAL CHECKING","",""
"6/13/2021","Amazon","Amazon.com*2X78286U0","77.95","debit","Shopping","CREDIT CARD","",""
"6/11/2021","Amazon","AMZN Mktp US*2X1HL3032","1.13","debit","Shopping","CREDIT CARD","",""
